year,population,y_pop,y_pop_us_100,y_wkr,y_wkr_us_100,growth_100,i_y,g_y,ed_att,nx_y,x_m_y,ex_rate,country
1974,0.0687,6266,24.221800000000002,NaN,NaN,-0.6211,14.4377,38.2779,NaN,-13.6106,154.113,2.0532,ATG
1975,0.0693,5746,22.5361,NaN,NaN,-8.6697,15.737,40.332,NaN,-20.6001,141.962,2.1698,ATG
1976,0.0698,5180,19.3909,NaN,NaN,-10.365,15.8549,39.3149,NaN,-20.0567,144.007,2.6147,ATG
1977,0.0702,5564,20.07,NaN,NaN,7.1551,11.4361,40.3413,NaN,-20.898,60.7185,2.7,ATG
1978,0.0705,5595,19.2565,NaN,NaN,0.5566,10.9566,36.203,NaN,-18.6815,70.722,2.7,ATG
1979,0.0706,7168,24.1018,NaN,NaN,24.7701,17.5191,34.3459,NaN,13.8128,82.5668,2.7,ATG
1980,0.0703,6236,21.2919,NaN,NaN,-13.9206,19.9035,46.5991,NaN,-51.8738,124.57,2.7,ATG
1981,0.0698,6675,22.4157,NaN,NaN,6.794,20.6263,45.1016,NaN,-50.672,142.477,2.7,ATG
1982,0.0689,6923,24.0607,NaN,NaN,3.658,12.9757,42.8101,NaN,-57.5023,139.86,2.7,ATG
1983,0.068,8391,28.148,NaN,NaN,19.2308,10.0606,38.9796,NaN,-20.2816,89.2519,2.7,ATG
1984,0.0669,7958,25.0281,NaN,NaN,-5.3025,13.6353,41.506,NaN,-34.2588,119.062,2.7,ATG
1985,0.0657,6909,21.1574,NaN,NaN,-14.1314,18.212,49.3146,NaN,-67.6629,170.228,2.7,ATG
1986,0.0646,8606,25.7657,NaN,NaN,21.9555,17.2334,42.0458,NaN,-52.4754,139.665,2.7,ATG
1987,0.0635,9475,27.6782,NaN,NaN,9.6241,20.6379,37.0066,NaN,-36.7356,118.243,2.7,ATG
1988,0.0625,10120,28.6765,NaN,NaN,6.5855,22.7491,43.3716,NaN,-23.1626,108.253,2.7,ATG
1989,0.062,11018,30.4587,NaN,NaN,8.5017,23.2277,42.0563,NaN,-26.1584,113.067,2.7,ATG
1990,0.0619,11589,31.8374,NaN,NaN,5.0493,19.3441,38.1327,NaN,-14.619,116.234,2.7,ATG
1991,0.0624,11451,31.8838,NaN,NaN,-1.1939,19.7869,36.0601,NaN,-9.5556,106.472,2.7,ATG
1992,0.0634,11224,30.4427,NaN,NaN,-2.0006,19.633,40.4231,NaN,-17.1959,135.838,2.7,ATG
1993,0.0649,11230,29.8959,NaN,NaN,0.0474,17.8916,42.034,NaN,-17.2489,136.742,2.7,ATG
1994,0.0665,11968,30.8785,NaN,NaN,6.3714,15.8172,40.5196,NaN,-15.7572,65.8467,2.7,ATG
1995,0.0683,10544,26.7361,NaN,NaN,-12.671,17.7602,46.6112,NaN,-31.124,90.4918,2.7,ATG
1996,0.0702,11137,27.4673,NaN,NaN,5.4697,17.5267,43.961,NaN,-30.4653,85.6853,2.7,ATG
1997,0.0722,11249,26.8398,NaN,NaN,1.0024,19.0694,43.6231,NaN,-28.5676,88.0773,2.7,ATG
1998,0.0742,7818,18.0697,NaN,NaN,-36.3835,30.3808,67.1574,NaN,-86.5838,153.918,2.7,ATG
1999,0.076,11192,25.0253,NaN,NaN,35.8743,23.265,47.967,NaN,-36.9137,80.1566,2.7,ATG
2e3,0.0776,13297,28.8651,NaN,NaN,17.2341,21.6255,37.2852,NaN,-9.8103,54.3338,2.7,ATG
2001,0.079,10432,22.7118,23527,24.9913,-24.2646,19.7726,50.0943,NaN,-44.0283,153.3,2.7,ATG
2002,0.08,10812,23.4341,25132,26.262,3.5807,21.9603,53.1736,NaN,-45.052,165.297,2.7,ATG
2003,0.0809,11948,25.4179,27561,28.2533,9.989,23.0781,43.0753,NaN,-39.2793,156.341,2.7,ATG
2004,0.0817,9022,18.6435,20635,20.575,-28.0914,33.0485,56.7065,NaN,-85.0479,192.986,2.7,ATG
2005,0.0826,13867,27.9681,31459,30.8498,42.9863,30.6089,39.7716,NaN,-51.6652,107.323,2.7,ATG
2006,0.0835,15396,30.5048,34661,33.6918,10.4558,42.0988,34.8432,NaN,-59.4989,134.782,2.7,ATG
2007,0.0844,18557,36.4446,41471,40.0141,18.6764,39.6982,30.5595,NaN,-44.8403,70.9718,2.7,ATG
2008,0.0853,19368,38.5281,42970,41.4171,4.2773,41.9746,34.8267,NaN,-46.1764,138.028,2.7,ATG
2009,0.0863,18984,39.2912,NaN,NaN,-2.003,40.1488,33.2407,NaN,-22.2868,87.4302,2.7,ATG
2010,0.0872,18472,37.532,NaN,NaN,-2.7366,30.8831,28.7051,NaN,-19.3903,52.5923,2.7,ATG
2011,0.0882,19265,38.7813,NaN,NaN,4.2033,24.209,26.295,NaN,-12.0161,46.4303,2.7,ATG
2012,0.0891,19782,39.1672,NaN,NaN,2.6496,25.4207,26.1866,NaN,-16.0779,49.4206,2.7,ATG
2013,0.09,19764,38.7291,NaN,NaN,-0.0919,26.7597,25.7036,NaN,-17.4189,47.6841,2.7,ATG
2014,0.0909,15012,28.8932,NaN,NaN,-27.4958,38.0052,33.8942,NaN,-57.874,155.426,2.7,ATG
1950,8.4271,12060,82.4954,29748,82.1932,NaN,33.7583,7.8713999999999995,7.87,-4.3864,23.2209,0.8932,AUS
1951,8.675,11327,73.3395,28302,75.3719,-6.2684,42.8301,9.7319,NaN,-18.1291,28.2146,0.8931,AUS
1952,8.8591,10957,69.8079,27511,71.7118,-3.3238,26.7877,10.8955,NaN,2.1963,21.1037,0.8929,AUS
1953,9.0291,12118,75.0291,30512,77.1019,10.0673,31.0744,9.4501,NaN,-0.1232,21.0622,0.893,AUS
1954,9.2391,12723,80.4569,32258,80.3377,4.8782,34.3804,9.2564,NaN,-3.8736,22.0277,0.8931,AUS
1955,9.4563,13052,78.0481,33327,79.3896,2.5524,34.1988,9.0637,8.05,-2.1973,20.7838,0.893,AUS
1956,9.6842,12935,76.9714,33281,79.3439,-0.9045,30.6299,8.907399999999999,NaN,2.6391999999999998,19.8528,0.893,AUS
1957,9.9002,12741,75.5795,33080,77.5876,-1.5124,32.0299,9.14,NaN,-0.7947,19.3949,0.8931,AUS
1958,10.1068,13481,82.1794,35419,82.4237,5.6504,34.4826,9.1313,NaN,0.1681,18.3781,0.8931,AUS
1959,10.3275,14054,81.132,37271,82.6418,4.159,34.9168,8.4436,NaN,-0.6318,19.5242,0.893,AUS
1960,10.5615,13958,79.6464,36719,80.5287,-0.68,35.5934,8.7375,8.26,-3.2691,22.554,0.8929,AUS
1961,10.8036,14052,79.482,37702,80.6867,0.6648,30.2309,9.1755,NaN,1.036,21.0454,0.8929,AUS
1962,11.0035,14550,78.8137,38830,79.5295,3.4842,32.1231,9.1265,NaN,-1.1076,19.375,0.8929,AUS
1963,11.214,15291,80.4394,40433,80.3894,4.9697,31.5997,8.7792,NaN,-0.0021,23.951,0.8929,AUS
1964,11.435,15740,79.1891,40971,78.582,2.8939,34.1867,9.1563,NaN,-2.6599,26.0876,0.8929,AUS
1965,11.6604,15642,74.803,40297,74.29,-0.6248,32.9132,10.1139,8.53,-3.2337,26.1161,0.8929,AUS
1966,11.8803,16412,74.5817,41578,74.1996,4.8024,32.6912,10.1727,NaN,-1.4990999999999999,23.9278,0.8929,AUS
1967,12.1016,16847,75.5745,42157,75.1332,2.6168,32.2303,10.9028,NaN,-2.0985,24.2504,0.8929,AUS
1968,12.3355,17776,76.9214,44262,76.8466,5.3708,33.2699,10.6019,NaN,-1.6619000000000002,23.4203,0.8929,AUS
1969,12.6186,18707,79.2204,46354,79.8729,5.1057,33.2114,10.6449,NaN,-0.5707,22.6638,0.8929,AUS
1970,12.9048,19019,81.369,46433,80.3205,1.6506,32.6147,10.8116,9.35,0.5849,24.5265,0.8929,AUS
1971,13.1506,19390,81.0053,47259,79.1273,1.932,31.2137,10.9277,NaN,2.509,22.959,0.8827,AUS
1972,13.3642,19681,78.6639,48148,78.4978,1.4917,30.1213,11.0662,NaN,3.1528,21.0547,0.8387,AUS
1973,13.5522,20277,76.9894,49036,77.6796,2.9816,31.5891,10.8022,NaN,1.5876000000000001,23.1284,0.7035,AUS
1974,13.7254,19436,75.135,46809,76.1965,-4.2331,27.3518,12.0457,NaN,0.7525,30.304,0.6967,AUS
1975,13.8927,19581,76.8023,47937,77.4923,0.7388,26.9007,12.9428,10.04,1.3782,28.9255,0.7639,AUS
1976,14.055,20237,75.7598,49401,77.8678,3.2996,27.5125,12.419,NaN,0.6911,28.6383,0.8183,AUS
1977,14.2117,20380,73.5117,49858,77.5875,0.7005,26.1835,12.5255,NaN,1.3295,29.9403,0.9018,AUS
1978,14.3685,21112,72.6604,52069,79.7264,3.5298,29.1939,12.38,NaN,-0.0174,27.5178,0.8737,AUS
1979,14.532399999999999,21555,72.4798,53070,80.7026,2.0772,28.2454,12.1403,NaN,1.9796,29.6236,0.8946,AUS
1980,14.7083,22012,75.1528,53406,81.9007,2.0969,30.1355,12.2908,10.79,-0.0571,32.7394,0.8782,AUS
1981,14.898,22715,76.2851,55134,83.3047,3.146,31.6123,12.0888,NaN,-2.1101,32.2947,0.8702,AUS
1982,15.1012,21876,76.0249,53959,82.9322,-3.7655,27.7186,12.7803,NaN,-1.9586000000000001,32.6787,0.9859,AUS
1983,15.3183,22856,76.6683,58094,86.52,4.3841,29.0102,12.5425,NaN,-0.6286,28.3207,1.11,AUS
1984,15.5486,23398,73.5853,58336,84.0269,2.3408,30.2644,12.8794,NaN,-0.7766,30.4243,1.1395,AUS
1985,15.791,23679,72.5103,57954,82.1898,1.1979,30.3337,13.0602,11.02,-2.0911,31.0078,1.4319,AUS
1986,16.047,23993,71.8351,57148,80.2948,1.3144,28.7177,13.9118,NaN,-1.2708,27.5151,1.496,AUS
1987,16.3148,25586,74.7418,60330,84.0621,6.4307,29.5813,13.6597,NaN,0.6937,26.2397,1.4282,AUS
1988,16.5859,26702,75.6632,61803,84.5649,4.2672,31.4135,13.56,NaN,-0.5148,28.1459,1.2799,AUS
1989,16.8493,27209,75.2161,61468,82.9094,1.8798,30.5815,13.8263,NaN,-0.6899,30.9924,1.2646,AUS
1990,17.0969,26856,73.7803,60764,81.4722,-1.3051,25.1258,13.8125,11.2,2.1734,31.2463,1.2811,AUS
1991,17.3258,26530,73.8671,61667,82.0038,-1.2218,24.5624,14.5876,NaN,0.0519,28.903,1.2838,AUS
1992,17.5384,27282,73.9955,64920,83.449,2.7981,25.4059,14.3837,NaN,2.6037,34.0648,1.3616,AUS
1993,17.7384,27990,74.5149,66889,84.4772,2.5594,26.7587,14.471,NaN,1.0796999999999999,33.1114,1.4706000000000001,AUS
1994,17.9322,29011,74.8482,68121,84.2366,3.5839,28.0687,14.8482,NaN,-1.0012,33.9589,1.3678,AUS
1995,18.1248,30292,76.8105,69595,84.8279,4.3216,26.5698,14.9478,11.31,0.6422,34.3596,1.349,AUS
1996,18.3183,31489,77.6627,71863,85.4421,3.875,26.4848,14.3477,NaN,1.4828000000000001,35.0833,1.2779,AUS
1997,18.513,32598,77.7777,74538,86.6355,3.4612,26.935200000000002,14.6344,NaN,0.6917,35.8266,1.3474,AUS
1998,18.7092,33274,76.9044,75844,85.681,2.0523,27.2399,14.8809,NaN,-0.9515,34.5671,1.5918,AUS
1999,18.9069,34451,77.0332,77817,85.4276,3.4765,27.3746,14.767900000000001,NaN,-0.7954,33.8726,1.5499,AUS
2e3,19.1073,35197,76.4056,78538,83.9482,2.1417,24.4935,14.6875,11.26,2.6724,38.302,1.7248000000000001,AUS
2001,19.3087,35983,78.3389,79573,84.52590000000001,2.2089,25.7181,14.6893,NaN,1.6099999999999999,36.2106,1.9334,AUS
2002,19.5144,36554,79.2257,79968,83.5644,1.5756,27.8239,14.641,NaN,-0.6823,37.3134,1.8406,AUS
2003,19.7353,37632,80.0552,81490,83.5377,2.9044,29.4609,14.8805,NaN,-2.2034,37.3579,1.5419,AUS
2004,19.985500000000002,38412,79.376,82418,82.1764,2.0525,30.1628,14.8317,NaN,-2.3027,41.872,1.3598,AUS
2005,20.2743,40624,81.9323,85763,84.102,5.599,29.9069,14.7548,11.54,0.07,46.0532,1.3094999999999999,AUS
2006,20.6062,41141,81.5162,85269,82.8838,1.2648,29.8441,14.9307,NaN,-0.5841,49.3653,1.328,AUS
2007,20.9759,41931,82.3482,85356,82.3565,1.9008,30.4893,15.1187,NaN,-2.0549,50.6979,1.1951,AUS
2008,21.3703,43646,86.8238,87724,84.553,4.0102,27.7876,15.2845,NaN,2.9862,56.4149,1.1922,AUS
2009,21.7707,42251,87.4462,84778,81.1591,-3.25,27.3914,15.6705,NaN,1.7292,49.7383,1.2822,AUS
2010,22.1629,44984,91.4025,89814,83.2426,6.2691,25.7829,15.3149,11.77,5.186,56.7085,1.0902,AUS
2011,22.5424,46132,92.8686,91290,83.6648,2.5203,26.5353,15.2575,NaN,5.1167,66.8288,0.9695,AUS
2012,22.9114,44820,88.742,88409,80.5523,-2.8859,27.0928,15.530100000000001,NaN,1.9845000000000002,68.5154,0.9658,AUS
2013,23.2705,44462,87.1287,87724,79.2546,-0.8019,25.7313,15.911200000000001,NaN,1.7946,66.046,1.0358,AUS
2014,23.6224,44241,85.1472,87332,78.1146,-0.4978,24.8013,16.0425,NaN,1.662,62.5517,1.1094,AUS
1950,6.9747,5256,35.9542,10867,30.0264,NaN,19.4117,17.6838,6.42,-5.3548,14.6559,1.4476,AUT
1951,6.9751,5523,35.7577,11427,30.43,4.948,22.8152,17.8517,NaN,-7.5744,16.8934,1.553,AUT
1952,6.9674,5677,36.1669,11740,30.6015,2.7492,18.7252,17.6037,NaN,-1.657,13.7861,1.553,AUT
1953,6.9721,5962,36.9144,12345,31.1964,4.9001,13.5486,17.2284,NaN,2.3116,14.1626,1.7739,AUT
1954,6.9799,6386,40.3815,13247,32.9908,6.8708,16.7232,17.0019,NaN,0.0115,16.8719,1.8895,AUT
1955,6.9866,7008,41.9082,14561,34.6869,9.303,20.988,15.9102,6.18,-3.8195,19.1909,1.8895,AUT
1956,6.9921,7511,44.6983,15628,37.2588,6.9301,18.5217,15.1197,NaN,0.6415,21.0754,1.8895,AUT
1957,7.0057,7892,46.817,16295,38.22,4.9435,18.9584,15.426,NaN,1.1158,22.7916,1.8895,AUT
1958,7.0273,8186,49.9024,16907,39.3432,3.6607,18.3388,15.6044,NaN,1.044,20.9503,1.8895,AUT
1959,7.0544,8432,48.6784,17404,38.591,2.9584,18.4816,15.405100000000001,NaN,0.2546,21.486,1.8895,AUT
1960,7.0877,9016,51.4453,18540,40.6597,6.6964,22.3293,14.7646,5.94,-4.2715,25.7008,1.8895,AUT
1961,7.1268,9461,53.5135,19454,41.6343,4.8129,21.1864,14.6775,NaN,-3.2524,24.3054,1.8895,AUT
1962,7.1706,9664,52.349,20089,41.1456,2.1285,19.1936,14.5542,NaN,-0.9049,23.1087,1.8895,AUT
1963,7.2168,9998,52.5924,21060,41.872,3.3919,19.096800000000002,14.5826,NaN,-1.5192,30.1801,1.8895,AUT
1964,7.2651,10414,52.3949,22122,42.4294,4.0842,21.628,14.6538,NaN,-2.6704,30.447,1.8895,AUT
1965,7.3124,10675,51.0487,22977,42.3596,2.4704,21.318,14.4804,6.93,-3.2843,31.3055,1.8895,AUT
1966,7.3639,11142,50.635,24354,43.4621,4.285,22.6091,14.6898,NaN,-3.8113,31.3336,1.8895,AUT
1967,7.4191,11396,51.124,25512,45.469,2.2555,21.2192,15.1465,NaN,-2.856,29.9218,1.8895,AUT
1968,7.4578,11830,51.1901,26975,46.8334,3.7336,21.1273,15.1408,NaN,-2.3745,30.3248,1.8895,AUT
1969,7.4836,12382,52.4324,28383,48.9079,4.5586,21.6755,14.8088,NaN,-0.6232,31.9539,1.8895,AUT
1970,7.5097000000000005,13126,56.1571,30134,52.1258,5.8373,23.5416,14.4734,7.63,-0.416,34.4482,1.8895,AUT
1971,7.5435,13771,57.5309,31411,52.592,4.7967,23.2853,14.303,NaN,-0.262,34.0636,1.8157999999999999,AUT
1972,7.5737,14538,58.1089,33111,53.9822,5.4245,24.1976,14.2286,NaN,-0.6219,35.2492,1.6799,AUT
1973,7.5989,15221,57.7934,34378,54.4591,4.589,25.7044,13.9981,NaN,-1.9855,38.5325,1.4229,AUT
1974,7.6174,15711,60.7356,35089,57.1192,3.1704,26.4421,14.600999999999999,NaN,-4.0369,47.1516,1.3584,AUT
1975,7.6281,15777,61.8823,35403,57.2311,0.4145,23.5579,15.2811,7.98,-3.1184,43.209,1.2657,AUT
1976,7.6305,16183,60.5832,36130,56.9499,2.5446,25.5856,15.5445,NaN,-5.2593,49.6595,1.3037,AUT
1977,7.6257,16875,60.8692,37267,57.9933,4.1838,26.8701,15.5782,NaN,-7.3239,49.8011,1.2011,AUT
1978,7.6163,16823,57.8988,36968,56.6035,-0.3084,24.4377,15.9175,NaN,-3.4652,50.2974,1.0553,AUT
1979,7.6059,17541,58.981,38291,58.2287,4.1778,27.1342,15.9848,NaN,-6.0555,55.8411,0.9715,AUT
1980,7.5973,17773,60.6821,38492,59.03,1.3187,26.8267,16.6005,8.2,-7.3308,61.7737,0.9402,AUT
1981,7.5916,17736,59.5639,38737,58.5298,-0.2093,26.5894,16.854,NaN,-6.8399,62.0468,1.1574,AUT
1982,7.589,17819,61.9265,39411,60.5726,0.4661,25.8886,16.9479,NaN,-5.1101,59.3067,1.2397,AUT
1983,7.5896,18194,61.0287,40237,59.9249,2.081,25.3799,16.3688,NaN,-4.3668,58.0447,1.3054000000000001,AUT
1984,7.5934,18087,56.8847,40062,57.7056,-0.5867,27.9411,16.1731,NaN,-4.3764,63.4332,1.4541,AUT
1985,7.6005,18457,56.5179,40827,57.9007,2.0227,30.3928,15.8342,8.41,-4.8126999999999995,68.307,1.5036,AUT
1986,7.6104,19350,57.9343,42816,60.1573,4.725,29.7397,16.1411,NaN,-3.9755000000000003,72.3892,1.1095,AUT
1987,7.6237,20161,58.8942,44502,62.0085,4.1076,30.3388,15.8018,NaN,-4.2109,75.869,0.9188,AUT
1988,7.6425,21453,60.7897,47313,64.7385,6.2097,32.043,15.2722,NaN,-3.8759,74.7839,0.8973,AUT
1989,7.6696,22580,62.4216,49347,66.5605,5.1216,32.6183,14.9343,NaN,-3.9232,73.5639,0.9615,AUT
1990,7.7066,23834,65.48,51688,69.3025,5.4055,32.4062,13.9496,8.64,-5.0949,85.4804,0.8263,AUT
1991,7.7551,24820,69.1076,53826,71.5765,4.0526,33.5772,13.6802,NaN,-4.9364,75.6388,0.8485,AUT
1992,7.8134,25732,69.7912,56240,72.2914,3.6088,33.606700000000004,13.9335,NaN,-5.8835,85.9272,0.7986,AUT
1993,7.8747,26162,69.648,58024,73.2814,1.6545,33.5735,14.3519,NaN,-6.1983,76.6761,0.8453,AUT
1994,7.9299,27335,70.5233,60933,75.3483,4.3864,33.9801,14.375,NaN,-5.8085,78.2133,0.8301,AUT
1995,7.9728,28544,72.3788,64012,78.0223,4.3308,35.2476,14.2444,8.87,-6.7023,84.9312,0.7327,AUT
1996,8.0005,29032,71.603,64962,77.2368,1.6939,33.8297,14.2112,NaN,-7.0344,83.5691,0.7694,AUT
1997,8.0153,30420,72.582,67650,78.6292,4.6712,31.5989,14.9579,NaN,-4.3195,79.4825,0.8869,AUT
1998,8.0232,31494,72.7911,69411,78.4133,3.4692,29.6701,15.4524,NaN,-3.3281,85.2016,0.8996,AUT
1999,8.033,32547,72.7751,70794,77.7177,3.2872,28.9982,15.6151,NaN,-2.4619,80.9688,0.9386,AUT
2e3,8.0509,34474,74.8362,74459,79.5885,5.7524,27.5904,15.4068,9.04,-0.509,85.6074,1.0854,AUT
2001,8.0789,33689,73.3448,72406,76.9132,-2.3029,26.1598,15.9144,NaN,-0.4991,93.2989,1.1175,AUT
2002,8.1147,34404,74.5659,74166,77.501,2.101,24.2683,16.1401,NaN,2.4646,94.5732,1.0626,AUT
2003,8.1555,34584,73.5717,74201,76.0655,0.5206,25.9404,15.7452,NaN,0.5689,106.2813,0.886,AUT
2004,8.1966,35594,73.5526,76006,75.783,2.8786,26.1548,15.6115,NaN,1.3363,119.7716,0.8054,AUT
2005,8.2349,37306,75.2409,78821,77.295,4.6988,26.7871,13.889,9.48,2.0414,122.4342,0.8041,AUT
2006,8.2694,37953,75.1986,78892,76.6851,1.7177,26.506,14.4858,NaN,2.5329,129.6572,0.7971,AUT
2007,8.3013,39324,77.2287,80337,77.5136,3.5493,27.8717,14.0878,NaN,2.7153,134.0279,0.7306,AUT
2008,8.3315,40847,81.2543,81942,78.9798,3.799,28.2711,15.3254,NaN,0.314,136.2453,0.6827,AUT
2009,8.3614,39027,80.7734,78676,75.3174,-4.5578,27.0242,16.5261,NaN,-1.0916,114.56,0.7198,AUT
2010,8.392,39949,81.1721,79994,74.1415,2.3365,26.7047,16.3816,9.89,-1.1436,122.3635,0.755,AUT
2011,8.4236,41447,83.4363,81753,74.9239,3.6802,29.5061,16.7356,NaN,-4.2621,134.2129,0.7194,AUT
2012,8.4555,43394,85.9178,84703,77.1756,4.5901,29.9982,17.5865,NaN,-4.5705,125.2832,0.7783,AUT
2013,8.487,43768,85.7689,85059,76.8468,0.8595,28.487,18.278,NaN,-4.9407,129.8644,0.7532,AUT
2014,8.5169,45705,87.9644,88049,78.7567,4.3303,26.6607,17.9213,NaN,-1.0772,121.1813,0.7537,AUT
1990,7.2165,9154,25.1481,17796,23.8609,NaN,9.8413,41.7576,NaN,25.1548,8.6969,0,AZE
1991,7.3325,12992,36.1731,25411,33.7912,35.014,0.7945,31.3263,NaN,52.3074,5.3298,1e-4,AZE
1992,7.4509,9087,24.6449,18095,23.2593,-35.7501,-0.1965,31.5768,NaN,47.9214,10.3808,9e-4,AZE
1993,7.5672,5129,13.6553,10395,13.1284,-57.1848,8.3722,71.5098,NaN,-9.4781,5.1382,0.0075,AZE
1994,7.6751,3971,10.2462,8352,10.3276,-25.5847,5.7942,57.2258,NaN,1.0608,6.4104,0.1094,AZE
1995,7.7708,2444,6.1982,5231,6.3755,-48.5302,12.4293,43.628,NaN,-12.5798,7.1643,0.6926,AZE
1996,7.8523,2326,5.7369,4931,5.8628,-4.9631,15.5968,42.6042,NaN,-21.8816,15.889,0.8603,AZE
1997,7.9218,2165,5.1649,4628,5.3788,-7.1894,19.5632,39.1769,NaN,-21.2155,17.0385,0.7971,AZE
1998,7.9845,2162,4.9974,4661,5.2654,-0.1161,22.4948,31.6601,NaN,-20.895,21.3463,0.7738,AZE
1999,8.048,2275,5.0866,4949,5.4331,5.0791,19.7887,24.9303,NaN,-12.2799,25.5152,0.824,AZE
2e3,8.1177,2542,5.5173,5358,5.7267,11.0878,17.5437,19.7691,NaN,-1.0334,32.8786,0.8948,AZE
2001,8.1956,2837,6.1756,5973,6.3446,10.9814,18.492,16.578,NaN,3.4278,39.9901,0.9313,AZE
2002,8.2806,2941,6.3749,6178,6.4556,3.6263,27.2159,16.0222,NaN,-4.5283,40.6823,0.9722,AZE
2003,8.3715,3142,6.6843,6580,6.7454,6.6014,39.4379,17.1549,NaN,-18.9979,42.7318,0.9821,AZE
2004,8.4663,3307,6.8338,6908,6.888,5.1164,41.3897,15.6268,NaN,-21.1897,50.5367,0.9827,AZE
2005,8.5634,4902,9.8857,10226,10.0283,39.3506,28.4476,10.5739,NaN,11.64,41.5527,0.9454,AZE
2006,8.6621,7016,13.9017,14619,14.21,35.8658,21.6307,8.9927,NaN,27.9826,38.2976,0.8934,AZE
2007,8.7634,9675,19.0006,20124,19.4166,32.1318,16.0886,8.0276,NaN,38.8198,25.5672,0.8581,AZE
2008,8.8687,10711,21.3067,22231,21.4277,10.1725,16.9316,9.4296,NaN,31.0722,96.4162,0.8216,AZE
2009,8.9805,11081,22.9339,22935,21.9559,3.3952,16.474,11.5695,NaN,25.7462,36.2434,0.8038,AZE
2010,9.0999,13318,27.06,27480,25.4692,18.3884,13.2717,13.3667,NaN,26.9965,39.2597,0.8026,AZE
2011,9.2275,16176,32.5641,33366,30.5786,19.4443,10.3216,16.142,NaN,29.5144,41.2565,0.7897,AZE
2012,9.3615,16598,32.8635,34041,31.016,2.5746000000000002,10.35,16.1947,NaN,26.7505,37.8814,0.7856,AZE
2013,9.4975,16057,31.4661,32710,29.552,-3.3124,10.8377,17.2136,NaN,19.9284,35.9775,0.7845,AZE
2014,9.6298,16039,30.8693,32530,29.0965,-0.1122,10.3669,17.4776,NaN,16.8366,33.7942,0.7843,AZE
1960,2.7636,671,3.8282,NaN,NaN,NaN,7.739,1.6518,0.38,-2.24,15.1576,50,BDI
1961,2.8409,566,3.2022,NaN,NaN,-16.9847,8.0651,1.6291,NaN,-2.594,15.5082,50,BDI
1962,2.9074,603,3.2669,NaN,NaN,6.3271,8.3736,2.0595,NaN,-2.7764,15.24,50,BDI
1963,2.9531,613,3.2265,NaN,NaN,1.6862,6.9591,2.8725,NaN,-5.9481,12.08,50,BDI
1964,3.032,607,3.0522,NaN,NaN,-1.0944,6.5473,3.5937,NaN,1.1147,13.6677,50,BDI
1965,3.1123,614,2.9366,NaN,NaN,1.2111,6.9771,4.7044,0.53,-2.4375,12.0825,84.375,BDI
1966,3.1937,614,2.7921,NaN,NaN,0.0554,8.3108,4.9056,NaN,-1.3671,13.3212,87.5,BDI
1967,3.2697,674,3.0256,NaN,NaN,9.3237,8.0447,4.948,NaN,-0.0015,12.079,87.5,BDI
1968,3.3382,667,2.8855,NaN,NaN,-1.1344,9.3376,5.2889,NaN,-1.5262,12.6971,87.5,BDI
1969,3.3965,626,2.6523,NaN,NaN,-6.2672,9.8937,5.7466,NaN,-0.6594,12.7265,87.5,BDI
1970,3.4571,753,3.2227,NaN,NaN,18.4538,5.6089,7.3537,0.67,-1.2953,11.085,87.5,BDI
1971,3.5076,769,3.2135,NaN,NaN,2.0936,9.9152,7.6655,NaN,-3.8,11.7723,87.5,BDI
1972,3.5473,692,2.7677,NaN,NaN,-10.5088,3.3752,9.0745,NaN,-1.6869,13.453,87.5,BDI
1973,3.583,747,2.8358,NaN,NaN,7.5616,6.4578,8.1167,NaN,-1.4909,12.0658,80.0261,BDI
1974,3.6239,738,2.853,NaN,NaN,-1.1886,11.3736,8.3467,NaN,-4.1261,14.3294,78.75,BDI
1975,3.677,722,2.8308,NaN,NaN,-2.238,8.4949,8.6195,0.87,-7.2198,17.8133,78.75,BDI
1976,3.7447,800,2.9951,NaN,NaN,10.3078,11.1415,9.4632,NaN,-3.5657,14.1466,86.25,BDI
1977,3.8255,915,3.3,NaN,NaN,13.408,13.7736,7.7194,NaN,-2.9071,13.433,90,BDI
1978,3.9179,887,3.0515,NaN,NaN,-3.1332,15.9722,8.6128,NaN,-5.8743,15.1787,90,BDI
1979,4.0189,896,3.0123,NaN,NaN,1.0339,15.8799,7.8016,NaN,-6.3774,17.753,90,BDI
1980,4.1265,860,2.9376,1843,2.8261,-4.0363,15.4122,7.2693,1.09,-9.9205,15.684,90,BDI
1981,4.2397,903,3.0318,1929,2.9143,4.8061,17.419,7.6213,NaN,-8.4409,15.2726,90,BDI
1982,4.3591,874,3.0369,1859,2.8567,-3.2556,18.1463,8.307,NaN,-10.1182,18.1321,90,BDI
1983,4.4866,872,2.9256,1848,2.7526,-0.1938,19.9964,8.9556,NaN,-9.8083,18.3337,92.9483,BDI
1984,4.6246,863,2.7139,1823,2.6252,-1.0646,21.1571,8.542,NaN,-9.7545,17.4415,119.709,BDI
1985,4.7743,902,2.7633,1907,2.7044,4.4721,17.5121,8.3032,1.32,-7.5738,16.1855,120.691,BDI
1986,4.9364,918,2.7487,1942,2.7288,1.7204,16.9101,8.372,NaN,-5.5952,14.9762,114.171,BDI
1987,5.1086,885,2.5865,1878,2.6166,-3.6169,16.7524,8.5551,NaN,-8.1015,13.4487,123.564,BDI
